Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2020,1,Jordan Love\LoveJo03,26,QB,,0,0,0,,,,,,,,,,,,,,,,Utah St.
2020,2,AJ Dillon\DillAJ00,62,RB,2020,0,0,0,0,4,,,,,,8,34,0,,,,,,Boston Col.
2020,3,Josiah Deguara\DeguJo00,94,TE,2020,0,0,0,0,2,,,,,,,,,1,12,0,,,Cincinnati
2020,5,Kamal Martin\MartKa01,175,LB,,0,0,0,,,,,,,,,,,,,,,,Minnesota
2020,6,Jon Runyan\RunyJo00,192,T,2020,0,0,0,0,4,,,,,,,,,,,,,,Michigan
2020,6,Jake Hanson\HansJa00,208,C,,0,0,0,,,,,,,,,,,,,,,,Oregon
2020,6,Simon Stepaniak\StepSi00,209,T,,0,0,0,,,,,,,,,,,,,,,,Indiana
2020,7,Vernon Scott\ScotVe00,236,S,2020,0,0,0,0,4,,,,,,,,,,,,,1,TCU
2020,7,Jonathan Garvin\GarvJo00,242,DE,2020,0,0,0,0,4,,,,,,,,,,,,,,Miami (FL)
2019,1,Rashan Gary\GaryRa00,12,LB,2020,0,0,0,2,19,,,,,,,,,,,,,3.5,Michigan
2019,1,Darnell Savage Jr.\SavaDa00,21,S,2020,0,0,1,5,18,,,,,,,,,,,,2,,Maryland
2019,2,Elgton Jenkins\JenkEl00,44,C,2020,0,0,1,7,20,,,,,,,,,,,,,,Mississippi St.
2019,3,Jace Sternberger\SterJa00,75,TE,2020,0,0,0,0,10,,,,,,,,,3,36,0,,,Texas A&M
2019,5,Kingsley Keke\KekeKi00,150,DT,2020,0,0,0,1,18,,,,,,,,,,,,,2,Texas A&M
2019,6,Ka'dar Hollman\HollKa00,185,CB,2020,0,0,0,0,8,,,,,,,,,,,,,,Toledo
2019,6,Dexter Williams\WillDe07,194,RB,2019,0,0,0,0,4,,,,,,5,11,0,,,,,,Notre Dame
2019,7,Ty Summers\SummTy00,226,LB,2020,0,0,0,1,20,,,,,,,,,,,,,,TCU
2018,1,Jaire Alexander\AlexJa00,18,CB,2020,0,0,2,11,33,,,,,,,,,,,,4,1.5,Louisville
2018,2,Josh Jackson\JackJo01,45,CB,2020,0,0,0,5,34,,,,,,,,,,,,,,Iowa
2018,3,Oren Burks\BurkOr00,88,ILB,2020,0,0,0,4,30,,,,,,,,,,,,,,Vanderbilt
2018,4,J'Mon Moore\MoorJM00,133,WR,2018,0,0,0,0,12,,,,,,,,,2,15,0,,,Missouri
2018,5,Cole Madison\MadiCo01,138,G,,0,0,0,,,,,,,,,,,,,,,,Washington St.
2018,5,JK Scott\ScotJK00,172,P,2020,0,0,0,4,36,0,1,0,0,0,,,,,,,,,Alabama
2018,5,Marquez Valdes-Scantling\ValdMa00,174,WR,2020,0,0,2,8,36,,,,,,4,38,0,76,1243,5,,,South Florida
2018,6,Equanimeous St. Brown\St.BEq00,207,WR,2018,0,0,1,2,12,,,,,,1,5,0,21,328,0,,,Notre Dame
2018,7,James Looney\LoonJa00,232,DE,2018,0,0,0,0,3,,,,,,,,,,,,,,California
2018,7,Hunter Bradley\BradHu00,239,LS,2020,0,0,0,2,36,,,,,,,,,,,,,,Mississippi St.
2018,7,Kendall Donnerson\DonnKe00,248,OLB,,0,0,0,,,,,,,,,,,,,,,,SE Missouri St.
2017,2,Kevin King\KingKe01,33,CB,2020,0,0,2,10,34,,,,,,,,,,,,6,1,Washington
2017,2,Josh Jones\JoneJo06,61,S,2020,0,0,0,5,40,,,,,,,,,,,,1,3,North Carolina St.
2017,3,Montravius Adams\AdamMo00,93,DT,2020,0,0,0,4,40,,,,,,,,,,,,,1.5,Auburn
2017,4,Vince Biegel\BiegVi00,108,LB,2019,0,0,1,6,38,,,,,,,,,,,,1,2.5,Wisconsin
2017,4,Jamaal Williams\WillJa06,134,RB,2020,0,0,1,15,50,,,,,,410,1588,8,104,844,7,,,BYU
2017,5,DeAngelo Yancey\YancDe00,175,WR,,0,0,0,,,,,,,,,,,,,,,,Purdue
2017,5,Aaron Jones\JoneAa00,182,RB,2020,0,0,2,20,44,,,,,,515,2634,32,99,837,6,,,Texas-El Paso
2017,6,Kofi Amichia\AmicKo00,212,C,,0,0,0,,,,,,,,,,,,,,,,South Florida
2017,7,Devante Mays\MaysDe00,238,RB,2017,0,0,0,0,8,,,,,,4,1,0,3,0,0,,,Utah St.
2017,7,Malachi Dupre\DuprMa01,247,WR,2018,0,0,0,0,1,,,,,,,,,,,,,,LSU
2016,1,Kenny Clark\ClarKe01,27,DT,2020,0,1,3,28,61,,,,,,,,,,,,,16.5,UCLA
2016,2,Jason Spriggs\SpriJa00,48,T,2020,0,0,0,7,37,,,,,,,,,,,,,,Indiana
2016,3,Kyler Fackrell\FackKy00,88,OLB,2020,0,0,0,10,66,,,,,,,,,,,,1,18.5,Utah St.
2016,4,Blake Martinez\MartBl01,131,LB,2020,0,0,4,30,66,,,,,,,,,,,,3,12,Stanford
2016,4,Dean Lowry\LowrDe00,137,DE,2020,0,0,3,21,67,,,,,,,,,,,,1,7,Northwestern
2016,5,Trevor Davis\DaviTr03,163,WR,2019,0,0,0,2,43,,,,,,6,86,1,16,205,1,,,California
2016,6,Kyle Murphy\MurpKy00,200,T,2017,0,0,0,2,6,,,,,,,,,,,,,,Stanford
2015,1,Damarious Randall\RandDa00,30,S,2020,0,0,5,21,67,,,,,,,,,,,,14,2.5,Arizona St.
2015,2,Quinten Rollins\RollQu00,62,CB,2017,0,0,0,7,33,,,,,,,,,,,,3,1,Miami (OH)
2015,3,Ty Montgomery\MontTy01,94,WR,2020,0,0,1,15,60,,,,,,225,1031,7,122,1007,3,,,Stanford
2015,4,Jake Ryan\RyanJa00,129,OLB,2019,0,0,2,14,45,,,,,,,,,,,,,1,Michigan
2015,5,Brett Hundley\HundBr00,147,QB,2019,0,0,1,5,18,199,337,1902,9,13,46,309,2,1,10,0,,,UCLA
2015,6,Aaron Ripkowski\RipkAa00,206,FB,2017,0,0,0,2,47,,,,,,39,163,2,17,103,1,,,Oklahoma
2015,6,Christian Ringo\RingCh00,210,DE,2018,0,0,0,2,20,,,,,,,,,,,,,1.5,Louisiana
2015,6,Kennard Backman\BackKe00,213,TE,2015,0,0,0,0,7,,,,,,,,,,,,,,Ala-Birmingham
2014,1,Ha Ha Clinton-Dix\ClinHa00,21,DB,2019,0,1,6,34,96,,,,,,,,,,,,16,5.5,Alabama
2014,2,Davante Adams\AdamDa01,53,WR,2020,0,3,6,41,88,,,,,,,,,448,5386,46,,,Fresno St.
2014,3,Khyri Thornton\ThorKh00,85,DT,2017,0,0,0,3,23,,,,,,,,,,,,,1,Southern Miss
2014,3,Richard Rodgers\RodgRi00,98,TE,2020,0,0,2,12,76,,,,,,1,11,0,127,1241,13,,,California
2014,4,Carl Bradford\BradCa01,121,LB,2016,0,0,0,0,6,,,,,,,,,,,,,,Arizona St.
2014,5,Corey Linsley\LinsCo00,161,C,2020,0,0,6,36,90,,,,,,,,,,,,,,Ohio St.
2014,5,Jared Abbrederis\AbbrJa00,176,WR,2017,0,0,0,1,22,,,,,,,,,13,163,0,,,Wisconsin
2014,6,Demetri Goodson\GoodDe00,197,DB,2016,0,0,0,2,26,,,,,,,,,,,,,,Baylor
2014,7,Jeff Janis\JaniJe00,236,WR,2017,0,0,0,2,51,,,,,,2,38,1,17,200,1,,,Saginaw Valley St.
2013,1,Datone Jones\JoneDa03,26,DE,2020,0,0,0,10,68,,,,,,,,,,,,1,10,UCLA
2013,2,Eddie Lacy\LacyEd00,61,RB,2017,0,1,3,36,60,,,,,,857,3614,23,107,947,6,,,Alabama
2013,4,David Bakhtiari\BakhDa00,109,T,2020,1,2,7,75,110,,,,,,,,,,,,,,Colorado
2013,4,J.C. Tretter\TretJC00,122,T,2020,0,0,3,24,84,,,,,,,,,,,,,,Cornell
2013,4,Johnathan Franklin\FranJo01,125,RB,2013,0,0,0,1,11,,,,,,19,107,1,4,30,0,,,UCLA
2013,5,Micah Hyde\HydeMi00,159,DB,2020,0,1,5,35,114,,,,,,,,,,,,16,4,Iowa
2013,5,Josh Boyd\BoydJo00,167,DE,2015,0,0,0,4,26,,,,,,,,,,,,,,Mississippi St.
2013,6,Nate Palmer\PalmNa01,193,LB,2017,0,0,1,9,48,,,,,,,,,,,,,1,Illinois St.
2013,7,Charles Johnson\JohnCh08,216,WR,2016,0,0,0,7,39,,,,,,1,-11,0,60,834,2,,,Grand Valley St.
2013,7,Kevin Dorsey\DorsKe01,224,WR,2014,0,0,0,0,3,,,,,,,,,1,4,0,,,Maryland
2013,7,Sam Barrington\BarrSa00,232,LB,2016,0,0,1,4,29,,,,,,,,,,,,,1,South Florida
2012,1,Nick Perry\PerrNi00,28,DE,2018,0,0,3,22,81,,,,,,,,,,,,1,32,USC
2012,2,Jerel Worthy\WortJe00,51,DT,2018,0,0,0,4,40,,,,,,,,,,,,,2.5,Michigan St.
2012,2,Casey Hayward\HaywCa00,62,DB,2020,0,2,5,42,120,,,,,,,,,,,,22,,Vanderbilt
2012,4,Mike Daniels\DaniMi00,132,DT,2020,0,1,5,37,113,,,,,,,,,,,,1,30,Iowa
2012,4,Jerron McMillian\McMiJe00,133,DB,2013,0,0,0,2,28,,,,,,,,,,,,1,,Maine
2012,5,Terrell Manning\MannTe00,163,LB,2014,0,0,0,0,11,,,,,,,,,,,,,,North Carolina St.
2012,7,Andrew Datko\DatkAn00,241,OL,2012,0,0,0,0,,,,,,,,,,,,,,,Florida St.
2012,7,B.J. Coleman\ColeB.00,243,QB,2012,0,0,0,0,,,,,,,,,,,,,,,Chattanooga
2011,1,Derek Sherrod\SherDe00,32,T,2014,0,0,0,3,20,,,,,,,,,,,,,,Mississippi St.
2011,2,Randall Cobb\CobbRa00,64,WR,2020,0,1,5,58,125,1,3,10,0,0,62,363,0,544,6612,45,,,Kentucky
2011,3,Alex Green\GreeAl00,96,RB,2013,0,0,0,5,29,,,,,,149,510,0,21,139,0,,,Hawaii
2011,4,Davon House\HousDa00,131,DB,2018,0,0,2,16,87,,,,,,,,,,,,7,3,New Mexico St.
2011,5,D.J. Williams\WillD.00,141,TE,2014,0,0,0,1,35,,,,,,,,,9,70,0,,,Arkansas
2011,6,Caleb Schlauderaff\SchlCa00,179,G,2013,0,0,0,1,12,,,,,,,,,,,,,,Southern Utah
2011,6,D.J. Smith\SmitD.00,186,LB,2014,0,0,0,6,24,,,,,,,,,,,,1,2,Appalachian St.
2011,6,Ricky Elmore\ElmoRi00,197,DL,2012,0,0,0,0,,,,,,,,,,,,,,,Arizona
2011,7,Ryan Taylor\TaylRy00,218,TE,2014,0,0,0,0,59,,,,,,,,,8,45,1,,,North Carolina
2011,7,Lawrence Guy\GuyxLa00,233,DT,2020,0,0,4,40,119,,,,,,,,,,,,1,11.5,Arizona St.
2010,1,Bryan Bulaga\BulaBr20,23,T,2020,0,0,8,59,118,,,,,,,,,,,,,,Iowa
2010,2,Mike Neal\NealMi99,56,DE,2015,0,0,2,17,68,,,,,,,,,,,,1,19,Purdue
2010,3,Morgan Burnett\BurnMo99,71,DB,2019,0,0,8,32,121,,,,,,,,,,,,10,9.5,Georgia Tech
2010,5,Andrew Quarless\QuarAn00,154,TE,2015,0,0,2,9,60,,,,,,,,,89,940,6,,,Penn St.
2010,5,Marshall Newhouse\NewhMa20,169,G,2019,0,0,4,44,129,,,,,,,,,,,,,,TCU
2010,6,James Starks\StarJa00,193,RB,2016,0,0,0,27,76,,,,,,618,2506,9,125,1017,6,,,Buffalo
2010,7,C.J. Wilson\WilsC.98,230,DE,2016,0,0,2,15,84,,,,,,,,,,,,,7.5,East Carolina
2009,1,B.J. Raji\RajiBJ99,9,DT,2015,0,1,5,34,91,,,,,,1,1,1,,,,,11,Boston Col.
2009,1,Clay Matthews\MattCl99,26,LB,2019,1,6,10,82,156,,,,,,,,,,,,6,91.5,USC
2009,4,T.J. Lang\LangT.20,109,T,2018,0,2,7,59,138,,,,,,,,,,,,,,East. Michigan
2009,5,Quinn Johnson\JohnQu00,145,RB,2013,0,0,1,0,44,,,,,,4,5,0,13,100,0,,,LSU
2009,5,Jamon Meredith\MereJa20,162,T,2015,0,0,2,14,67,,,,,,,,,,,,,,South Carolina
2009,6,Jarius Wynn\WynnJa99,182,DE,2014,0,0,0,8,69,,,,,,,,,,,,,10.5,Georgia
2009,6,Brandon Underwood\UndeBr99,187,DB,2010,0,0,0,2,23,,,,,,,,,,,,,,Cincinnati
2009,7,Brad Jones\JoneBr99,218,LB,2015,0,0,2,18,83,,,,,,,,,,,,,10,Colorado
2008,2,Jordy Nelson\NelsJo00,36,WR,2018,0,1,7,73,151,,,,,,1,-2,0,613,8587,72,,,Kansas St.
2008,2,Brian Brohm\BrohBr00,56,QB,2010,0,0,0,0,3,27,52,252,0,5,3,-3,0,,,,,,Louisville
2008,2,Pat Lee\LeexPa99,60,DB,2012,0,0,1,4,47,,,,,,,,,,,,1,,Auburn
2008,3,Jermichael Finley\FinlJe00,91,TE,2013,0,0,3,27,70,,,,,,,,,223,2785,20,,,Texas
2008,4,Jeremy Thompson\ThomJe99,102,DE,2009,0,0,0,2,15,,,,,,,,,,,,,,Wake Forest
2008,4,Josh Sitton\SittJo20,135,T,2018,0,4,9,77,148,,,,,,,,,,,,,,Central Florida
2008,5,Breno Giacomini\GiacBr20,150,T,2017,0,0,5,39,94,,,,,,,,,,,,,,Louisville
2008,7,Matt Flynn\FlynMa00,209,QB,2014,0,0,0,8,53,219,357,2541,17,11,65,69,1,,,,,,LSU
2008,7,Brett Swain\SwaiBr00,217,WR,2011,0,0,0,1,27,,,,,,,,,8,87,0,,,San Diego St.
2007,1,Justin Harrell\HarrJu99,16,DT,2010,0,0,0,2,14,,,,,,,,,,,,,,Tennessee
2007,2,Brandon Jackson\JackBr00,63,RB,2012,0,0,1,16,54,,,,,,355,1383,7,112,864,2,,,Nebraska
2007,3,James Jones\JoneJa04,78,WR,2015,0,0,4,45,136,,,,,,,,,433,5861,51,,,San Jose St.
2007,3,Aaron Rouse\RousAa99,89,DB,2009,0,0,2,8,41,,,,,,,,,,,,4,1,Virginia Tech
2007,4,Allen Barbre\BarbAl20,119,T,2017,0,0,2,22,92,,,,,,,,,,,,,,Missouri Southern
2007,5,David Clowney\ClowDa00,157,WR,2010,0,0,0,3,28,,,,,,3,1,0,22,341,1,,,Virginia Tech
2007,6,Korey Hall\HallKo99,191,LB,2011,0,0,2,0,61,,,,,,,,,21,137,1,,,Boise St.
2007,6,Desmond Bishop\BishDe99,192,LB,2014,0,0,2,21,75,,,,,,,,,,,,1,9,California
2007,6,Mason Crosby\CrosMa20,193,K,2020,0,0,0,28,212,,,,,,,,,0,0,0,,,Colorado
2007,7,DeShawn Wynn\WynnDe00,228,RB,2010,0,0,0,3,23,,,,,,64,332,5,14,122,0,,,Florida
2007,7,Clark Harris\HarrCl20,243,TE,2020,0,1,0,10,177,,,,,,,,,,,,,,Rutgers
2006,1,A.J. Hawk\HawkA.20,5,LB,2016,0,0,10,59,159,,,,,,,,,,,,9,20,Ohio St.
2006,2,Daryn Colledge\CollDa20,47,T,2014,0,0,9,54,141,,,,,,,,,,,,,,Boise St.
2006,2,Greg Jennings\JennGr00,52,WR,2015,0,2,8,65,143,,,,,,1,-1,0,571,8291,64,,,West. Michigan
2006,3,Abdul Hodge\HodgAb20,67,LB,2010,0,0,0,2,35,,,,,,,,,,,,,,Iowa
2006,3,Jason Spitz\SpitJa20,75,G,2012,0,0,3,24,75,,,,,,,,,,,,,,Louisville
2006,4,Cory Rodgers,104,WR,,0,0,0,,,,,,,,,,,,,,,,TCU
2006,4,Will Blackmon\BlacWi20,115,DB,2016,0,0,2,18,96,,,,,,,,,,,,4,3.5,Boston Col.
2006,5,Ingle Martin\MartIn00,148,QB,2006,0,0,0,0,1,,,,,,2,-5,0,,,,,,Furman
2006,5,Tony Moll\MollTo20,165,T,2011,0,0,0,13,63,,,,,,,,,,,,,,Nevada
2006,6,Johnny Jolly\JollJo20,183,DT,2013,0,0,3,23,61,,,,,,,,,,,,1,3,Texas A&M
2006,6,Tyrone Culver\CulvTy20,185,DB,2012,0,0,0,7,80,,,,,,,,,,,,2,1,Fresno St.
2006,7,Dave Tollefson\TollDa99,253,DE,2012,0,0,0,6,78,,,,,,,,,,,,,10.5,NW Missouri St.
2005,1,Aaron Rodgers\RodgAa00,24,QB,2020,2,8,11,142,185,4011,6200,48160,377,84,620,3153,28,2,-7,0,,,California
2005,2,Nick Collins\CollNi20,51,DB,2011,0,3,6,43,95,,,,,,,,,,,,21,1,Bethune-Cookman
2005,2,Terrence Murphy\MurpTe00,58,WR,2005,0,0,0,0,3,,,,,,,,,5,36,0,,,Texas A&M
2005,4,Marviel Underwood\UndeMa20,115,DB,2005,0,0,0,1,16,,,,,,,,,,,,,,San Diego St.
2005,4,Brady Poppinga\PoppBr20,125,LB,2012,0,0,4,26,100,,,,,,,,,,,,2,5,BYU
2005,5,Junius Coston\CostJu20,143,G,2007,0,0,0,4,16,,,,,,,,,,,,,,North Carolina A&T
2005,5,Michael Hawkins\HawkMi21,167,DB,2006,0,0,0,1,18,,,,,,,,,,,,,,Oklahoma
2005,6,Mike Montgomery\MontMi20,180,DT,2010,0,0,1,9,58,,,,,,,,,,,,,5,Texas A&M
2005,6,Craig Bragg,195,WR,,0,0,0,,,,,,,,,,,,,,,,UCLA
2005,7,Kurt Campbell,245,DB,,0,0,0,,,,,,,,,,,,,,,,Albany (NY)
2005,7,Will Whitticker\WhitWi25,246,G,2005,0,0,1,6,15,,,,,,,,,,,,,,Michigan St.
2004,1,Ahmad Carroll\CarrAh20,25,DB,2009,0,0,2,14,57,,,,,,,,,0,11,0,3,3,Arkansas
2004,3,Joey Thomas\ThomJo21,70,DB,2008,0,0,0,3,31,,,,,,,,,,,,,,Montana St.
2004,3,Donnell Washington,72,DT,,0,0,0,,,,,,,,,,,,,,,,Clemson
2004,3,B.J. Sander\SandB.20,87,P,2005,0,0,0,1,14,1,1,4,0,0,1,-11,0,,,,,,Ohio St.
2004,6,Corey Williams\WillCo21,179,DT,2012,0,0,5,33,126,,,,,,,,,,,,2,27.5,Arkansas St.
2004,7,Scott Wells\WellSc20,251,G,2014,0,1,9,63,146,,,,,,,,,,,,,,Tennessee
2003,1,Nick Barnett\BarnNi20,29,LB,2013,0,0,9,62,153,,,,,,,,,,,,12,20.5,Oregon St.
2003,3,Kenny Peterson\PeteKe21,79,DT,2009,0,0,1,11,76,,,,,,,,,,,,,8,Ohio St.
2003,5,James Lee\LeexJa21,147,DT,2004,0,0,0,1,9,,,,,,,,,,,,,1,Oregon St.
2003,5,Hunter Hillenmeyer\HillHu20,166,LB,2010,0,0,5,34,101,,,,,,,,,,,,2,7,Vanderbilt
2003,6,Brennan Curtin,212,T,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
2003,7,Chris Johnson\JohnCh26,245,DB,2012,0,0,1,14,77,,,,,,,,,,,,8,,Louisville
2003,7,DeAndrew Rubin,253,WR,,0,0,0,,,,,,,,,,,,,,,,South Florida
2003,7,Carl Ford\FordCa00,256,WR,2005,0,0,0,0,10,,,,,,,,,,,,,,Toledo
2003,7,Steve Josue\JosuSt20,257,LB,2004,0,0,0,0,4,,,,,,,,,,,,,,Carson-Newman
2002,1,Javon Walker\WalkJa00,20,WR,2009,0,1,3,39,83,,,,,,14,132,1,267,4011,31,,,Florida St.
2002,3,Marques Anderson\AndeMa22,92,DB,2005,0,0,2,13,54,,,,,,,,,,,,6,,UCLA
2002,4,Najeh Davenport\DaveNa00,135,RB,2008,0,0,0,18,73,,,,,,394,1819,13,54,538,3,,,Miami (FL)
2002,5,Aaron Kampman\KampAa99,156,DE,2011,0,2,7,57,123,,,,,,,,,,,,,58,Iowa
2002,5,Craig Nall\NallCr00,164,QB,2007,0,0,0,1,7,30,48,402,5,0,10,11,0,,,,,,LSU
2002,6,Mike Houghton\HougMi20,200,G,2002,0,0,0,0,1,,,,,,,,,,,,,,San Diego St.
2001,1,Jamal Reynolds\ReynJa20,10,DE,2003,0,0,0,2,18,,,,,,,,,,,,,3,Florida St.
2001,2,Robert Ferguson\FergRo00,41,WR,2008,0,0,3,18,83,,,,,,1,-8,0,151,1993,13,,,Texas A&M
2001,3,Bhawoh Jue\JuexBh20,71,DB,2007,0,0,1,15,79,,,,,,,,,,,,6,1.5,Penn St.
2001,3,Torrance Marshall\MarsTo20,72,LB,2004,0,0,0,7,51,,,,,,,,,,,,,1,Oklahoma
2001,4,Bill Ferrario\FerrBi20,105,G,2002,0,0,0,1,16,,,,,,,,,,,,,,Wisconsin
2001,6,David Martin\MartDa00,198,TE,2011,0,0,4,12,120,,,,,,,,,159,1562,15,,,Tennessee
2000,1,Bubba Franks\FranBu00,14,TE,2008,0,3,6,19,122,1,1,31,1,0,,,,262,2347,32,,,Miami (FL)
2000,2,Chad Clifton\ClifCh20,44,T,2011,0,2,10,81,165,,,,,,,,,,,,,,Tennessee
2000,3,Steve Warren\WarrSt20,74,DT,2002,0,0,0,2,25,,,,,,,,,,,,,1,Nebraska
2000,4,Na'il Diggs\DiggNa20,98,LB,2011,0,0,10,56,170,,,,,,,,,,,,5,11.5,Ohio St.
2000,4,Anthony Lucas,114,WR,,0,0,0,,,,,,,,,,,,,,,,Arkansas
2000,4,Gary Berry\BerrGa20,126,DB,2000,0,0,0,0,4,,,,,,,,,,,,,,Ohio St.
2000,5,Kabeer Gbaja-Biamila\GbajKa20,149,DE,2008,0,1,5,44,124,,,,,,,,,,,,1,74.5,San Diego St.
2000,5,Joey Jamison,151,WR,,0,0,0,,,,,,,,,,,,,,,,Texas Southern
2000,7,Mark Tauscher\TausMa20,224,T,2010,0,0,9,64,134,,,,,,,,,1,-3,0,,,Wisconsin
2000,7,Ron Moore\MoorRo22,229,DT,2001,0,0,0,0,1,,,,,,,,,,,,,,NW Oklahoma St.
2000,7,Charles Lee\LeexCh00,242,WR,2005,0,0,0,7,44,,,,,,2,14,0,72,957,3,,,Central Florida
2000,7,Eugene McCaslin\McCaEu20,249,LB,2000,0,0,0,0,1,,,,,,,,,,,,,,Florida
2000,7,Rondell Mealey\MealRo00,252,RB,2002,0,0,0,2,14,,,,,,22,73,1,9,76,0,,,LSU
1999,1,Antuan Edwards\EdwaAn21,25,DB,2005,0,0,1,13,71,,,,,,,,,,,,7,3,Clemson
1999,2,Fred Vinson\VinsFr20,47,DB,1999,0,0,0,0,16,,,,,,,,,,,,2,1,Vanderbilt
1999,3,Mike McKenzie\McKeMi20,87,DB,2009,0,0,9,51,138,,,,,,,,,,,,28,1,Memphis
1999,3,Cletidus Hunt\HuntCl20,94,DT,2004,0,0,4,29,85,,,,,,,,,,,,,17,Kentucky St.
1999,4,Aaron Brooks\BrooAa00,131,QB,2006,0,0,5,65,93,1673,2963,20261,123,92,362,1534,13,1,1,0,,,Virginia
1999,4,Josh Bidwell\BidwJo20,133,P,2010,0,1,0,18,148,,,,,,1,0,0,,,,,,Oregon
1999,5,De'Mond Parker\ParkDe00,159,RB,2000,0,0,0,2,19,,,,,,54,269,2,13,65,0,,,Oklahoma
1999,5,Craig Heimburger\HeimCr20,163,G,2001,0,0,0,0,13,,,,,,,,,,,,,,Missouri
1999,6,Dee Miller,196,WR,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1999,6,Scott Curry\CurrSc20,203,T,1999,0,0,0,0,5,,,,,,,,,,,,,,Montana
1999,7,Chris Akins\AkinCh20,212,DB,2003,0,0,0,2,61,,,,,,,,,,,,,,Ark-Pine Bluff
1999,7,Donald Driver\DrivDo00,213,WR,2012,0,3,10,76,205,,,,,,34,217,1,743,10137,61,,,Alcorn St.
1998,1,Vonnie Holliday\HollVo20,19,DE,2012,0,0,9,63,214,,,,,,,,,,,,2,62.5,North Carolina
1998,3,Jonathan Brown\BrowJo23,90,DE,2001,0,0,0,0,7,,,,,,,,,,,,,,Tennessee
1998,4,Roosevelt Blackmon\BlacRo21,121,DB,1999,0,0,0,0,20,,,,,,,,,,,,1,,Morris Brown
1998,5,Corey Bradford\BradCo00,150,WR,2006,0,0,2,26,114,,,,,,3,-13,0,215,3346,25,,,Jackson St.
1998,6,Scott McGarrahan\McGaSc20,156,DB,2005,0,0,0,5,108,,,,,,,,,1,10,0,1,3,New Mexico
1998,6,Matt Hasselbeck\HassMa00,187,QB,2015,0,3,11,88,209,3222,5330,36638,212,153,365,1231,8,,,,,,Boston Col.
1998,7,Eddie Watson\WatsEd00,218,RB,1999,0,0,0,0,6,,,,,,4,17,0,,,,,,Purdue
1997,1,Ross Verba\VerbRo20,30,T,2006,0,0,8,50,113,,,,,,,,,,,,,,Iowa
1997,2,Darren Sharper\SharDa00,60,DB,2010,2,5,12,90,205,,,,,,,,,,,,63,7.5,William & Mary
1997,3,Brett Conway\conwabre01,90,K,2003,0,0,0,7,51,0,1,0,0,0,,,,,,,,,Penn St.
1997,4,Jermaine Smith\SmitJe24,126,DT,1999,0,0,0,2,19,,,,,,,,,,,,1,1.5,Georgia
1997,5,Anthony Hicks,160,LB,,0,0,0,,,,,,,,,,,,,,,,Arkansas
1997,7,Chris Miller,213,WR,,0,0,0,,,,,,,,,,,,,,,,USC
1997,7,Jerald Sowell\SoweJe00,231,FB,2006,0,0,3,12,148,0,1,0,0,0,61,244,1,148,1194,5,,,Tulane
1997,7,Ron McAda,240,QB,,0,0,0,,,,,,,,,,,,,,,,Army
1996,1,John Michels\MichJo21,27,T,1997,0,0,1,10,24,,,,,,,,,,,,,,USC
1996,2,Derrick Mayes\MayeDe00,56,WR,2000,0,0,1,16,58,,,,,,,,,145,1823,16,,,Notre Dame
1996,3,Mike Flanagan\FlanMi00,90,C,2007,0,1,6,42,121,,,,,,,,,,,,,,UCLA
1996,3,Tyrone Williams\WillTy20,93,DB,2004,0,0,6,47,120,,,,,,,,,,,,19,2,Nebraska
1996,4,Chris Darkins\DarkCh00,123,DB,1997,0,0,0,0,14,,,,,,,,,,,,,,Minnesota
1996,6,Marco Rivera\RiveMa01,208,G,2006,0,3,9,70,155,,,,,,,,,,,,,,Penn St.
1996,7,Kyle Wachholtz,240,QB,,0,0,0,,,,,,,,,,,,,,,,USC
1996,7,Keith McKenzie\McKeKe20,252,DE,2003,0,0,2,20,95,,,,,,,,,,,,1,29.5,Ball St.
1995,1,Craig Newsome\NewsCr20,32,DB,1999,0,0,3,22,53,,,,,,,,,,,,4,,Arizona St.
1995,3,Darius Holland\HollDa20,65,DT,2004,0,0,2,19,111,,,,,,,,,,,,1,4.5,Colorado
1995,3,William Henderson\HendWi00,66,FB,2006,1,1,10,23,188,,,,,,123,426,5,320,2409,14,,,North Carolina
1995,3,Brian Williams\WillBr24,73,LB,2002,0,0,3,33,81,,,,,,,,,,,,4,6,USC
1995,3,Antonio Freeman\FreeAn00,90,WR,2003,1,1,6,65,132,,,,,,8,17,0,477,7251,61,,,Virginia Tech
1995,4,Jeff Miller,117,T,,0,0,0,,,,,,,,,,,,,,,,Mississippi
1995,5,Jay Barker,160,QB,,0,0,0,,,,,,,,,,,,,,,,Alabama
1995,5,Travis Jervey\JervTr00,170,RB,2003,0,1,1,4,109,,,,,,129,503,2,10,35,0,,,The Citadel
1995,6,Charlie Simmons,173,WR,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1995,7,Adam Timmerman\TimmAd20,230,G,2006,0,1,11,83,187,,,,,,,,,1,-4,0,,,South Dakota St.
1994,1,Aaron Taylor\TaylAa20,16,G,1999,0,0,5,38,75,,,,,,,,,,,,,,Notre Dame
1994,3,LeShon Johnson\JohnLe01,84,RB,1999,0,0,1,11,62,,,,,,253,955,5,43,434,2,,,Northern Illinois
