Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1961,10,Roger Hagberg\HagbRo00,128,FB,1969,0,0,0,13,68,,,,,,194,766,4,58,645,4,,,Minnesota
1961,10,Buck McLeod,138,T,,0,0,0,,,,,,,,,,,,,,,,Baylor
1961,11,Val Keckin\KeckVa00,152,QB,1962,0,0,0,0,6,5,9,64,0,1,1,3,0,,,,,,Southern Miss
1961,12,John Denvir\DenvJo20,166,G,1962,0,0,1,3,11,,,,,,,,,,,,,,Colorado
1961,13,Elijah Pitts\PittEl00,180,HB,1971,0,0,2,28,134,4,9,113,1,0,514,1788,28,104,1245,6,,,Philander Smith
1961,14,Nelson Toburen\TobuNe20,194,LB,1962,0,0,0,6,24,,,,,,,,,,,,,,Wichita St.
1961,15,Ray Lardani,208,T,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1961,16,Clarence Mason,222,E,,0,0,0,,,,,,,,,,,,,,,,Bowling Green
1961,17,Jim Brewington\BrewJi20,236,T,1961,0,0,0,2,14,,,,,,,,,,,,,,North Carolina Central
1961,18,Arthur Sims,250,B,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1961,19,Leland Bondhus,264,T,,0,0,0,,,,,,,,,,,,,,,,South Dakota St.
1961,20,Ray Ratkowski\RatkRa20,278,HB,1961,0,0,0,0,1,,,,,,,,,,,,,,Notre Dame
1960,1,Tom Moore\MoorTo00,5,HB,1967,0,1,3,33,102,13,19,383,5,1,660,2445,21,141,1152,10,,,Vanderbilt
1960,2,Bob Jeter\JeteBo00,17,DB,1973,1,2,5,50,139,,,,,,,,,2,25,0,26,,Iowa
1960,5,Dale Hackbart\HackDa20,51,DB,1973,0,0,5,33,152,,,,,,,,,,,,19,,Wisconsin
1960,6,Mike Wright,65,T,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1960,7,Kirk Phares,77,G,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1960,8,Don Hitt,89,C,,0,0,0,,,,,,,,,,,,,,,,Oklahoma St.
1960,9,Frank Brixius,101,T,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1960,11,Ron Ray,125,T,,0,0,0,,,,,,,,,,,,,,,,Howard Payne
1960,12,Harry Ball,137,T,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
1960,13,Paul Winslow\WinsPa20,149,DB,1960,0,0,0,0,12,,,,,,2,-3,0,,,,,,North Carolina Central
1960,14,Jon Gilliam\GillJo02,161,C,1967,0,1,5,41,76,,,,,,1,-6,0,,,,,,Texas A&M-Commerce
1960,15,Garney Henley,173,B,,0,0,0,,,,,,,,,,,,,,,,Huron
1960,16,John Littlejohn,185,B,,0,0,0,,,,,,,,,,,,,,,,Kansas St.
1960,17,Joe Gomes,197,B,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1960,18,Royce Whittington,209,T,,0,0,0,,,,,,,,,,,,,,,,Louisiana
1960,19,Rich Brooks,221,E,,0,0,0,,,,,,,,,,,,,,,,Purdue
1960,20,Gilmer Lewis,233,T,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
1959,1,Randy Duncan\DuncRa00,1,QB,1961,0,0,0,2,14,25,67,361,1,3,5,42,0,,,,,,Iowa
1959,2,Alex Hawkins\HawkAl00,13,HB,1968,0,0,3,24,125,0,1,0,0,0,208,787,10,129,1751,12,,,South Carolina
1959,3,Boyd Dowler\DowlBo00,25,FL,1971,0,2,12,76,162,,,,,,2,28,0,474,7270,40,,,Colorado
1959,5,Andy Cvercko\CverAn20,55,G,1963,0,0,2,15,47,,,,,,,,,,,,,,Northwestern
1959,6,Willie Taylor,61,C,,0,0,0,,,,,,,,,,,,,,,,Florida A&M
1959,7,Bobby Jackson\JackBo22,73,DB,1961,0,0,0,2,21,,,,,,,,,,,,,,Alabama
1959,7,Gary Raid,83,T,,0,0,0,,,,,,,,,,,,,,,,Willamette
1959,8,Buddy Mayfield,85,E,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1959,8,Bob Laraba\LaraBo20,95,LB,1961,0,0,0,13,28,2,7,23,0,2,8,18,1,,,,6,,Texas-El Paso
1959,9,George Dixon,97,B,,0,0,0,,,,,,,,,,,,,,,,Bridgeport
1959,10,Sam Tuccio,109,T,,0,0,0,,,,,,,,,,,,,,,,Southern Miss
1959,11,Bob Webb,121,B,,0,0,0,,,,,,,,,,,,,,,,St. Ambrose
1959,12,Larry Hall,133,G,,0,0,0,,,,,,,,,,,,,,,,Missouri Valley
1959,13,Jim Hurd,145,B,,0,0,0,,,,,,,,,,,,,,,,Albion
1959,14,Ken Kerr,157,G,,0,0,0,,,,,,,,,,,,,,,,Arizona St.
1959,15,Dick Teteak,169,G,,0,0,0,,,,,,,,,,,,,,,,Wisconsin
1959,16,Dan Edgington,181,E,,0,0,0,,,,,,,,,,,,,,,,Florida
1959,17,Tom Secules,193,B,,0,0,0,,,,,,,,,,,,,,,,William & Mary
1959,18,Dick Nearents,205,T,,0,0,0,,,,,,,,,,,,,,,,East. Washington
1959,19,Bill Butler\ButlBi20,217,DB,1964,0,0,3,22,75,,,,,,29,108,0,6,95,0,11,,Chattanooga
1959,20,Charley Sample,229,B,,0,0,0,,,,,,,,,,,,,,,,Arkansas
1959,21,Dave Smith\SmitDa02,241,FB,1964,1,0,1,18,65,6,12,137,1,0,328,1368,11,80,772,7,,,Ripon
1959,22,Charlie Anderson,253,E,,0,0,0,,,,,,,,,,,,,,,,Drake
1959,23,Ben Lawver,265,T,,0,0,0,,,,,,,,,,,,,,,,Lewis & Clark
1959,24,Joe Hergert\HergJo20,277,LB,1961,0,0,0,8,19,,,,,,,,,,,,2,,Florida
1959,25,Leroy Hardee,289,B,,0,0,0,,,,,,,,,,,,,,,,Florida A&M
1959,26,Ken Higginbotham,301,E,,0,0,0,,,,,,,,,,,,,,,,
1959,27,Timmy Brown\BrowTi01,313,RB,1968,0,3,4,67,108,1,6,11,1,2,889,3862,31,235,3399,26,,,Ball St.
1959,28,Jerry Epps,325,G,,0,0,0,,,,,,,,,,,,,,,,West Texas A&M
1959,29,Jack Flara,337,B,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1959,30,Dick Emerich,349,T,,0,0,0,,,,,,,,,,,,,,,,West Chester
1958,1,Dan Currie\CurrDa00,3,LB,1966,1,1,7,56,118,,,,,,,,,,,,11,,Michigan St.
1958,2,Jim Taylor HOF\TaylJi00,15,FB,1967,1,5,9,86,133,,,,,,1941,8597,83,225,1756,10,,,LSU
1958,3,Dick Christy\ChriDi00,27,HB,1963,0,1,3,24,64,6,18,94,2,2,337,1267,9,132,1473,6,,,North Carolina St.
1958,3,Ray Nitschke HOF\NitsRa00,36,LB,1972,2,1,11,95,190,,,,,,,,,1,34,0,25,,Illinois
1958,4,Jerry Kramer HOF\KramJe00,39,G,1968,5,3,9,91,130,,,,,,,,,,,,,,Idaho
1958,5,Joe Francis\FranJo20,51,QB,1959,0,0,0,0,24,20,49,266,2,3,26,158,1,,,,,,Oregon St.
1958,6,Ken Gray\GrayKe00,62,G,1970,2,6,12,84,162,,,,,,,,,,,,,,Howard Payne
1958,7,Doug Maison,75,B,,0,0,0,,,,,,,,,,,,,,,,Hillsdale
1958,8,Mike Bill,86,C,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1958,9,Norm Jarock,99,B,,0,0,0,,,,,,,,,,,,,,,,St. Norbert
1958,10,Carl Johnson,110,T,,0,0,0,,,,,,,,,,,,,,,,Illinois
1958,11,Harry Horton,123,E,,0,0,0,,,,,,,,,,,,,,,,Wichita St.
1958,12,Wayne Miller,134,E,,0,0,0,,,,,,,,,,,,,,,,Baylor
1958,13,Gene Cook\CookGe20,147,E,1959,0,0,0,0,1,,,,,,,,,1,43,0,,,Toledo
1958,14,Harry Hauffe,158,T,,0,0,0,,,,,,,,,,,,,,,,South Dakota
1958,15,Tom Newell,171,B,,0,0,0,,,,,,,,,,,,,,,,Drake
1958,16,Arley Finley,182,T,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1958,17,Joe Reese,195,E,,0,0,0,,,,,,,,,,,,,,,,Arkansas Tech
1958,18,Chuck Strid,206,G,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1958,20,John DuBose,230,B,,0,0,0,,,,,,,,,,,,,,,,
1958,21,Jerry Kershner,243,T,,0,0,0,,,,,,,,,,,,,,,,Oregon
1958,22,Dick Maggard,254,B,,0,0,0,,,,,,,,,,,,,,,,Col. of Idaho
1958,23,Jack Ashton,267,G,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1958,24,John Jereck,278,T,,0,0,0,,,,,,,,,,,,,,,,Detroit Mercy
1958,25,Larry Plenty,291,B,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
1958,26,Esker Harris,302,G,,0,0,0,,,,,,,,,,,,,,,,UCLA
1958,27,Neil Habig,315,C,,0,0,0,,,,,,,,,,,,,,,,Purdue
1958,28,Dave Crowell,326,G,,0,0,0,,,,,,,,,,,,,,,,Washington St.
1958,29,Bob Haynes,339,T,,0,0,0,,,,,,,,,,,,,,,,Sam Houston St.
1958,30,John Peters,350,T,,0,0,0,,,,,,,,,,,,,,,,Houston
